"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","QA Buddy","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases"
"Bug","37121","SF:173988, DSR Issue-- Price Not Updating from MAX AD","0","Medium","App Support","","Undecided","07/07/16 09:26 PM","002:FLM","","Dan Webster","173988","","0","Bill Rogalla","0","0","07/18/16 06:46 PM","07/25/16 08:33 PM",""
"Bug","37126","174011, -NOT ASSIGNED-: Level II App Support Case","0","Medium","App Support","","Undecided","07/08/16 04:12 PM","002:FLM","","Help Desk Support","174011","","0","Bill Rogalla","0","0","07/27/16 04:10 PM","07/27/16 05:58 PM",""
"Bug","37129","SF:173972, Audis Not Pulling Package Codes or Options","0","Medium","App Support","","Undecided","07/08/16 04:24 PM","002:FLM","","Help Desk Support","173972","","1","Bill Rogalla","0","0","07/11/16 02:52 PM","07/25/16 08:35 PM",""
"Bug","37132","SF:174117, App Support Case - Jim Shorkey Chrysler Dodge Jeep Ram - taking photos offline and getting error - network issues","0","Medium","App Support","","Undecided","07/08/16 09:12 PM","002:FLM","","Help Desk Support","174117","","0","Bill Rogalla","0","0","07/11/16 03:00 PM","07/11/16 06:41 PM",""
"Bug","37133","SF:174134, Zimbrick Buick GMC East - MSDR Link Not Working","0","Medium","V-MAX-PRODUCT","","Undecided","07/08/16 09:21 PM","002:FLM","","Help Desk Support","174134","","0","Help Desk Support","0","0","07/08/16 09:25 PM","07/08/16 09:25 PM",""
"Bug","37139","SF:174184, Competitor Units Missing from Market Listings - Stock - 16403U","0","Medium","App Support","","Undecided","07/11/16 08:27 PM","002:FLM","","Dan Webster","174184","","0","Bill Rogalla","0","0","10/10/16 05:50 PM","10/10/16 08:01 PM",""
"Bug","37140","SF:174432, Pricing Campaign Issue-- ""Edit"" Button Greyed Out","0","Medium","App Support","","Undecided","07/11/16 10:13 PM","002:FLM","","Dan Webster","174432","","0","Bill Rogalla","0","0","07/12/16 01:47 PM","07/12/16 02:16 PM",""
"Bug","37151","SF:174457, Profit MAX Not Showing All Equipment Options For Filtering Search","0","Medium","App Support","","Undecided","07/12/16 09:33 PM","002:FLM","","Dan Webster","174457","","0","Michelle C Clay","0","0","08/10/16 03:45 PM","08/10/16 04:12 PM",""
"Bug","37177","SF: 174895 Mercedes Benz AutoLoad Issue-- Packages and Colors not Pulling","0","Medium","App Support","","Undecided","07/15/16 04:08 PM","002:FLM","","Help Desk Support","174895","","0","Bill Rogalla","0","0","07/18/16 07:52 PM","07/25/16 09:22 PM",""
"Bug","37192","SF:175346, MAX AD Issue - 2017 Subaru Outback 2.5i Limited","0","Medium","App Support","","Undecided","07/18/16 06:28 PM","002:FLM","","Dan Webster","175346","","0","Bill Rogalla","0","0","07/26/16 02:13 PM","07/28/16 08:36 PM",""
"Bug","37216","SF:174984, Hendrick Lexus - Random Appraisals Showing in Appraisals Manager","0","Medium","App Support","","Undecided","07/19/16 08:53 PM","002:FLM","","Dan Webster","174984","","0","Bill Rogalla","0","0","07/19/16 10:02 PM","07/21/16 10:08 PM",""
"Bug","37218","SF:175223, Max Mobile App Error When Taking Images - App Crashes - Galaxy Camera","0","Medium","App Support","","Undecided","07/19/16 09:21 PM","002:FLM","","Dan Webster","175223","","0","Bill Rogalla","0","0","08/08/16 02:34 PM","08/09/16 09:45 PM",""
"Bug","37237","SF:175649, Bookout Concern-- Unit Decoded Wrong Trim for NADA","0","Medium","App Support","","Undecided","07/20/16 09:19 PM","002:FLM","","Dan Webster","175649","","0","Bill Rogalla","0","0","07/21/16 04:15 PM","07/25/16 09:02 PM",""
"Bug","37239","SF:175746, MAX Ad Issue-- Unable to Access MAX Ad","0","Medium","App Support","","Undecided","07/20/16 09:36 PM","002:FLM","","Dan Webster","175746","","0","Bill Rogalla","0","0","07/21/16 02:21 PM","07/25/16 09:07 PM",""
"Bug","37241","SF:175758, New Car Pricing-- Fresh Units Not Adding to Pricing Campaigns","0","Medium","App Support","","Undecided","07/20/16 09:47 PM","002:FLM","","Dan Webster","175758","","0","Bill Rogalla","0","0","07/20/16 09:50 PM","07/25/16 08:23 PM",""
"Bug","37248","SF:176077, Unable to Reach max.firstlook.biz - Page Display Error - Page Won't Display","0","Medium","V-MAX-PRODUCT","","Undecided","07/21/16 04:40 PM","002:FLM","","Dan Webster","176077","","0","Dan Webster","0","0","07/21/16 04:53 PM","07/21/16 04:53 PM",""
"Bug","37267","SF:176068, Approved Units Missing from DSR - Kool Chevrolet","0","Medium","App Support","","Undecided","07/22/16 06:43 PM","002:FLM","","Dan Webster","176068","","0","Bill Rogalla","0","0","12/14/16 09:26 PM","12/14/16 09:31 PM",""
"Bug","37268","SF:176277, Profit MAX Issue-- Pricing Summary not Exporting to Excel","0","Medium","App Support","","Undecided","07/22/16 07:26 PM","002:FLM","","Dan Webster","176277","","0","Bill Rogalla","0","0","07/22/16 07:33 PM","07/25/16 08:28 PM",""
"Bug","37272","SF:176332, McCord's Vancouver Toyota - DSR Inventory Issue - Not Matching","0","Medium","App Support","","Undecided","07/22/16 09:26 PM","002:FLM","","Dan Webster","176332","","0","J. Travis Huber","4","4","07/29/16 04:14 AM","08/01/16 04:25 PM",""
"Bug","37288","SF:176201, Profit Max Issue - Market Listings Not Matching Jeep Trims","0","Medium","App Support","","Undecided","07/26/16 03:37 AM","002:FLM","","Dan Webster","176201","","0","Bill Rogalla","0","0","11/09/16 04:39 PM","11/09/16 06:06 PM",""
"Bug","37289","SF:176386, Incorrect KBB Value On Customer Offer - Retail Instead of Lending","0","Medium","App Support","","Undecided","07/26/16 03:43 AM","002:FLM","","Dan Webster","176386","","0","Bill Rogalla","0","0","07/26/16 02:24 PM","07/26/16 02:41 PM",""
"Bug","37290","SF:176480, Wright Automotive - Unable to View 2017 Hyundai Sonata's in Profit Max","0","Medium","App Support","","Undecided","07/26/16 03:59 AM","002:FLM","","Dan Webster","176480","","0","Bill Rogalla","0","0","07/26/16 02:14 PM","07/26/16 02:21 PM",""
"Bug","37303","SF:176455, Lewis Automotive Farmington - MAX4Web Display Concerns","0","Medium","App Support","","Undecided","07/26/16 08:14 PM","002:FLM","","Dan Webster","176455","","0","Michelle C Clay","0","0","09/07/16 07:14 PM","09/07/16 07:30 PM",""
"Bug","37305","SF:176676, Market Listings Issue-- Inventory Location Inactive / Incorrect","0","Medium","App Support","","Undecided","07/26/16 08:49 PM","002:FLM","","Dan Webster","176676","","0","Bill Rogalla","0","0","09/30/16 02:29 PM","10/04/16 08:41 PM",""
"Bug","37306","SF:176817, Market Velocity Report Is Omitting Vehicle That Is In Inventory","0","Medium","App Support","","Undecided","07/26/16 09:37 PM","002:FLM","","Dan Webster","176817","","0","Bill Rogalla","0","0","08/09/16 06:30 PM","08/09/16 09:49 PM",""
"Task","37315","SF:176650, North Park / Kahlig Group - Cannot Show Comparisons in DSR / M4W - TxDOT Compliance","0","High","App Support","","Undecided","07/27/16 06:23 PM","002:FLM","","Dan Webster","176650","","0","Michelle C Clay","0","0","09/13/16 07:58 PM","09/14/16 07:35 PM",""
"Bug","37319","SF:177083, Appraisal Manager- Will Not Let Dealer Select Trim","0","Medium","App Support","","Undecided","07/27/16 10:29 PM","002:FLM","","Dan Webster","177083","","0","Dan Webster","0","0","11/21/16 05:19 PM","11/21/16 07:01 PM",""
"Bug","37321","SF:177182, Hendrick Car Search- DPP Error","0","Medium","App Support","","Undecided","07/28/16 03:18 PM","002:FLM","","Dan Webster","177182","","0","Bill Rogalla","0","0","07/29/16 02:12 PM","07/29/16 02:21 PM",""
"Bug","37323","SF:177199, Water Report Issue-- Export to Excel Taking Too Long to Export","0","Medium","App Support","","Undecided","07/28/16 07:04 PM","002:FLM","","Dan Webster","177199","","0","Michelle C Clay","0","0","09/13/16 08:52 PM","09/14/16 03:21 PM",""
"Bug","37332","SF:177253, URGENT!  M4W Mini CPO Logo - Out of Compliance","0","Medium","App Support","","Undecided","07/29/16 04:39 PM","002:FLM","","Dan Webster","177253","","0","Michelle C Clay","0","0","08/08/16 09:30 PM","08/08/16 09:37 PM",""
"Bug","37333","FEES: View active fees UI flaws","0","Low","Michelle C Clay","","Undecided","07/29/16 04:43 PM","002:FLM","","Monisha Lakshamana","","","0","Michelle C Clay","0","0","08/17/16 04:36 PM","08/17/16 04:36 PM",""
"Bug","37339","SF:177587, Urgent- Photos Not Showing on DSR via QR Code - Lithia Reno VW","0","Medium","Dan Webster","","Undecided","07/30/16 03:56 PM","002:FLM","","Dan Webster","177587","","0","Dan Webster","0","0","08/10/16 08:04 PM","08/10/16 08:04 PM",""
"Bug","37347","SF:177433, DSR Issue-- Entire USED Inventory Missing","0","Medium","App Support","","Undecided","08/01/16 05:01 PM","002:FLM","","Dan Webster","177433","","0","Bill Rogalla","0","0","08/01/16 05:54 PM","08/03/16 08:23 PM",""
"Bug","37349","SF:177876, URGENT - Leith Command Center showing Hendrick Stores's Data","0","Medium","App Support","","Undecided","08/01/16 08:17 PM","002:FLM","","Dan Webster","177876","","0","Bill Rogalla","0","0","08/01/16 08:18 PM","08/01/16 08:23 PM",""
"Task","37351","Chrome incentive Migration: Task to convert all active MSRP campaign to  Adjusted Base Price campaign","5","Medium","Abhishek Kumar","chromeincentives","Undecided","08/01/16 09:27 PM","002:FLM","","Mukesh Khankari","","","0","Abhishek Kumar","22","22","09/01/16 04:49 PM","09/01/16 05:11 PM",""
"Task","37360","SF: 156387 - VIN Addition to Profit MAX","2","Medium","App Support","","Undecided","08/02/16 04:12 PM","002:FLM","","Kara Korte","156387","","0","Michelle C Clay","0","0","09/01/16 04:25 PM","09/06/16 02:53 PM",""
"Bug","37366","SF:177845, MAX Digital Showroom Weekly Analysis - Hendrick BMW - Inaccurate Values being reported","0","Medium","App Support","","Undecided","08/02/16 07:22 PM","002:FLM","","Dan Webster","177845","","0","Bill Rogalla","0","0","09/07/16 07:41 PM","09/07/16 08:16 PM",""
"Bug","37372","SF:178037, Page Display Issue-- Appraisal Manager -- CRM Appraisals Show in PING","0","Medium","App Support","","Undecided","08/02/16 08:34 PM","002:FLM","","Dan Webster","178037","","0","Bill Rogalla","0","0","08/03/16 08:10 PM","08/03/16 08:22 PM",""
"Bug","37378","SF:178268, Not certified still showing as Certified in the Preview.","0","Medium","App Support","","Undecided","08/03/16 07:00 PM","002:FLM","","Dan Webster","178268","","0","Bill Rogalla","0","0","08/03/16 07:57 PM","08/03/16 08:01 PM",""
"Bug","37380","SF:178230, Appraisal Manager - Cars.com Link Loads Error Page","0","Medium","App Support","","Undecided","08/03/16 07:26 PM","002:FLM","","Dan Webster","178230","","0","Bill Rogalla","0","0","08/04/16 04:14 PM","08/04/16 04:17 PM",""
"Bug","37386","SF:178517, Trim Not Loading on New Ford's - Chronic Issue","0","High","App Support","","Undecided","08/04/16 07:32 PM","002:FLM","","Dan Webster","178517","","0","Michelle C Clay","0","0","08/08/16 07:05 PM","08/10/16 04:10 PM",""
"Bug","37390","SF:178580, VIN Decoding Issue-- 2017 Mercedes Benz GLC Not Decoding","0","Medium","App Support","","Undecided","08/04/16 09:44 PM","002:FLM","","Dan Webster","178580","","0","Bill Rogalla","0","0","08/04/16 09:48 PM","08/08/16 06:50 PM",""
"Bug","37394","SF:178612, New CarPricing Campaign Issue - Inactive Edit Button","0","Medium","App Support","","Undecided","08/05/16 07:40 PM","002:FLM","","Dan Webster","178612","","0","Bill Rogalla","0","0","08/05/16 07:45 PM","08/08/16 02:26 PM",""
"Bug","37395","SF:178447, Flash Locate Not Working for Corollas in Shopping List - DPP Error","0","Medium","App Support","","Undecided","08/05/16 07:46 PM","002:FLM","","Dan Webster","178447","","0","Bill Rogalla","0","0","08/05/16 07:48 PM","08/08/16 02:28 PM",""
"Bug","37406","SF:178973, CHRONIC/HOT - Porsche West Broward - Missing Market Listings - Porsche GT3 RS","0","Medium","App Support","","Undecided","08/08/16 06:44 PM","002:FLM","","Dan Webster","178973","","0","Bill Rogalla","0","0","08/12/16 08:21 PM","08/16/16 03:21 PM",""
"Bug","37410","SF:178991, URGENT M4W Issue-- Hamilton Honda Website Compliance Issue","0","Medium","App Support","","Undecided","08/08/16 08:23 PM","002:FLM","","Dan Webster","178991","","0","Bill Rogalla","0","0","08/19/16 04:12 PM","08/22/16 03:13 PM",""
"Bug","37419","SF:179201, New Car Pricing Campaign Didn't Apply to All Valid Vehicles","0","Medium","App Support","","Undecided","08/09/16 09:12 PM","002:FLM","","Dan Webster","179201","","0","Christopher Norton","0","0","08/17/16 04:28 PM","08/22/16 03:15 PM",""
"Bug","37421","SF:179116, Speed Issue - Appraisal Manager and Market Listings Page Extremely Slow","0","Medium","App Support","","Undecided","08/09/16 10:25 PM","002:FLM","","Dan Webster","179116","","0","Bill Rogalla","0","0","08/10/16 03:12 PM","09/06/16 02:46 PM",""
"Bug","37434","SF:179409, Honda Accord Hybrids-Model Display Issue","0","Medium","App Support","","Undecided","08/10/16 07:09 PM","002:FLM","","Dan Webster","179409","","0","Bill Rogalla","0","0","11/28/16 10:40 PM","11/29/16 05:11 AM",""
"Internal Defect","37436","Chrome Incentives: Digital Showroom Prices Are Incorrect","0","High","Christopher Norton","","Undecided","08/10/16 09:15 PM","002:FLM","","Tim Muir","","","0","Michelle C Clay","0","0","08/24/16 05:22 PM","09/01/16 01:38 PM",""
"Bug","37452","SF:179602, Coastal Chevrolet Cadillac Nissan - M4W Reports In MAX Dashboard","0","Medium","App Support","","Undecided","08/11/16 07:42 PM","002:FLM","","Dan Webster","179602","","0","Christopher Norton","0","0","08/29/16 06:01 PM","09/06/16 02:51 PM",""
"Internal Task","37462","Appraisal Manager cache warmer, cache not getting loaded periodically - improve the logging","0","Medium","V-MAX-PRODUCT","","Undecided","08/13/16 05:45 PM","002:FLM","","Daniel Hillis","","","0","Michelle C Clay","0","0","08/29/16 08:16 PM","08/29/16 08:16 PM",""
"Bug","37464","Diagnose FL Services memory usage issues","5","Medium","Michelle C Clay","","Undecided","08/15/16 04:34 PM","002:FLM","","J. Travis Huber","","","0","Michelle C Clay","0","0","09/14/16 03:01 PM","09/14/16 03:01 PM",""
"Bug","37469","SF:180204, Special Price not Clearing on USED Cars that were once NEW","0","Medium","App Support","","Undecided","08/15/16 08:33 PM","002:FLM","","Bill Rogalla","180204","","0","Michelle C Clay","0","0","08/23/16 03:29 PM","08/23/16 03:54 PM",""
"Bug","37473","SF:180335, Carfax Icons Showing Accidents On Clean Carfax Report","0","Medium","App Support","","Undecided","08/16/16 04:00 PM","002:FLM","","Dan Webster","180335","","0","Bill Rogalla","0","0","08/17/16 02:55 PM","08/17/16 06:29 PM",""
"Bug","37484","SF:180347, New Car Pricing - Campaigns Not Applying to All Units","0","Medium","App Support","","Undecided","08/16/16 09:42 PM","002:FLM","","Dan Webster","180347","","0","Bill Rogalla","0","0","08/17/16 02:59 PM","08/22/16 03:16 PM",""
"Bug","37501","SF:180570, Manheim Dallas Not Listed as Auction Choice in FL App for TX","0","Medium","App Support","","Undecided","08/17/16 07:10 PM","002:FLM","","Dan Webster","180570","","0","Bill Rogalla","0","0","08/17/16 08:04 PM","08/22/16 07:06 PM",""
"Bug","37507","SF:180514, Manheim Not Listed as Auction Choice in FL App for PA","0","Medium","App Support","","Undecided","08/17/16 07:24 PM","002:FLM","","Dan Webster","180514","","0","Bill Rogalla","0","0","08/17/16 08:05 PM","08/22/16 07:04 PM",""
"Bug","37512","SF:180193, Clawson Truck Center - Inaccurate Market Listings - Toyota TRD vs TRD Pro","0","Medium","App Support","","Undecided","08/17/16 09:59 PM","002:FLM","","Dan Webster","180193","","0","Bill Rogalla","0","0","11/01/16 03:22 PM","11/02/16 02:23 PM",""
"Bug","37526","SF:180709, URGENT Luther Page Display Issue-- Appraisal Manager Not Loading Appraisals ","0","Medium","App Support","","Undecided","08/19/16 03:19 PM","002:FLM","","Dan Webster","180709","","0","Dan Webster","0","0","08/19/16 04:10 PM","08/19/16 04:10 PM",""
"Bug","37527","SF:180739, Incorrect Carfax Icons -  Not Showing as Stolen in Quick View","0","Medium","App Support","","Undecided","08/19/16 03:55 PM","002:FLM","","Dan Webster","180739","","0","Bill Rogalla","0","0","08/19/16 06:00 PM","08/22/16 06:49 PM",""
"Bug","37535","KBB Consumer Values : Unable to switch between the tabs","0","Medium","V-MAX-PRODUCT","","Undecided","08/22/16 01:56 PM","002:FLM","","Kavyashree Karunakar","","","0","Michelle C Clay","0","0","08/29/16 08:05 PM","08/29/16 08:05 PM",""
"Bug","37551","SF:181406, Command Center Display Issue - Buckets Percentages Decimals","0","Medium","App Support","","Undecided","08/23/16 10:26 PM","002:FLM","","Dan Webster","181406","","0","Bill Rogalla","0","0","08/24/16 01:06 PM","08/24/16 05:00 PM",""
"Bug","37563","SF:181038, Dealer Has to Re-Enter in Appraiser Name Multiple Times After Initial Save to Stick on PMAX Page","0","Medium","App Support","","Undecided","08/24/16 08:40 PM","002:FLM","","Dan Webster","181038","","0","Bill Rogalla","0","0","08/25/16 07:49 PM","09/06/16 02:56 PM",""
"Bug","37564","SF:181195, Zimbrick Eastside Stores - Max4Web / DSR Leads Information Needed","0","Medium","App Support","","Undecided","08/24/16 09:19 PM","002:FLM","","Dan Webster","181195","","0","Bill Rogalla","0","0","08/29/16 08:25 PM","09/07/16 08:40 PM",""
"Bug","37570","SF:181806, GM AutoLoad Issue - 3GCPKREAXDG101773 - Last Loaded in 2012","0","Medium","App Support","","Undecided","08/25/16 07:30 PM","002:FLM","","Dan Webster","181806","","0","Bill Rogalla","0","0","08/25/16 08:17 PM","09/06/16 06:55 PM",""
"Bug","37571","SF:181445, BMW of Salem - DSR Inventory Counts Not Matching","0","Medium","App Support","","Undecided","08/26/16 03:14 PM","002:FLM","","Dan Webster","181445","","0","Bill Rogalla","0","0","08/26/16 04:30 PM","09/06/16 06:53 PM",""
"Bug","37572","SF:181987, Appraisal Manager / Cost To Market - Speed Lag Issues","0","Medium","App Support","","Undecided","08/26/16 04:10 PM","002:FLM","","Dan Webster","181987","","0","Bill Rogalla","0","0","08/29/16 08:23 PM","09/06/16 02:35 PM",""
"Bug","37574","SF:181480, Luther - M4W Button Not Loading - White Page","3","Critical","App Support","","Undecided","08/26/16 06:31 PM","002:FLM","","Dan Webster","181480","","0","Bill Rogalla","0","0","10/19/16 06:42 PM","10/20/16 02:58 PM",""
"Bug","37584","SF:182582, Carfax Issues - Unable to Pull Carfax in Firstlook - eStock and Appraisal Manager","0","Medium","App Support","","Undecided","08/29/16 04:38 PM","002:FLM","","Dan Webster","182582","","0","Bill Rogalla","0","0","08/29/16 05:35 PM","08/29/16 06:09 PM",""
"Bug","37600","SF:183061, Pricing Showing in DSR Despite Being Zeroed Out In MAX AD","0","Medium","App Support","","Undecided","09/01/16 02:43 PM","002:FLM","","Dan Webster","183061","","0","Bill Rogalla","0","0","09/12/16 02:48 PM","09/12/16 03:37 PM",""
"Bug","37601","SF:183009, Photos From Mobile Marked As Merchandisable Not Appearing In MAX - Brian Harris BMW","0","Medium","App Support","","Undecided","09/01/16 02:55 PM","002:FLM","","Dan Webster","183009","","0","Bill Rogalla","0","0","09/01/16 03:13 PM","09/06/16 02:57 PM",""
"Bug","37610","SF:183461, Profit MAX is Not Showing (Missing) Market Listings from Another Lithia Store Next Door","0","Medium","App Support","","Undecided","09/02/16 03:49 PM","002:FLM","","Dan Webster","183461","","0","Michelle C Clay","0","0","09/08/16 09:02 PM","09/20/16 03:33 PM",""
"Bug","37611","SF:183275, STD Reporting - Salesperson Info Missing for Mapped Dealership ","5","Medium","App Support","","Undecided","09/02/16 03:55 PM","002:FLM","","Dan Webster","183275","","0","Bill Rogalla","0","0","10/19/16 06:31 PM","10/20/16 03:27 PM",""
"Bug","37627","SF:184121, Approved Unit in MAX AD - 8E041356P - Not Showing In DSR","0","Medium","App Support","","Undecided","09/07/16 08:26 PM","002:FLM","","Dan Webster","184121","","0","Bill Rogalla","0","0","09/08/16 02:54 PM","09/12/16 03:36 PM",""
"Bug","37643","SF:184165, 2017 BMW CPO Information Change - Maintenance Program","0","Medium","App Support","","Undecided","09/12/16 04:41 PM","002:FLM","","Dan Webster","184165","","0","Bill Rogalla","0","0","09/12/16 05:52 PM","09/12/16 07:52 PM",""
"Bug","37646","SF:184469, Carfax Summary Error-- Icons Displaying Incorrect Information","0","Medium","App Support","","Undecided","09/12/16 07:48 PM","002:FLM","","Dan Webster","184469","","0","Bill Rogalla","0","0","09/13/16 04:22 PM","09/13/16 08:11 PM",""
"Bug","37655","SF:185030, URGENT - DSR Publishing Issue - 1 Unit In DSR inventory LAUNCH Tomorrow","0","Medium","App Support","","Undecided","09/13/16 03:54 PM","002:FLM","","Dan Webster","185030","","0","Bill Rogalla","0","0","09/16/16 03:46 PM","09/16/16 03:54 PM",""
"Bug","37656","SF:184563, Internal - Camp Chevrolet DSR Missing Pricing ","0","Medium","App Support","","Undecided","09/13/16 08:26 PM","002:FLM","","Dan Webster","184563","","1","Bill Rogalla","0","0","10/24/16 04:11 PM","10/24/16 04:31 PM",""
"Bug","37658","SF:185143, Mobile Appraisal Not Pushing To Desktop","0","Medium","App Support","","Undecided","09/13/16 10:30 PM","002:FLM","","Dan Webster","185143","","0","Bill Rogalla","0","0","09/14/16 02:40 PM","09/14/16 03:15 PM",""
"Bug","37667","SF:185314, Urgent - In Store: Lithia Grants Pass CJD - Max For Website Internal Server Error","3","Critical","App Support","","Undecided","09/14/16 08:05 PM","002:FLM","","Dan Webster","185314","","0","Bill Rogalla","0","0","10/19/16 06:38 PM","10/19/16 06:41 PM",""
"Bug","37668","SF:185053, CARFAX Issue - Display in HotList not Being Automatically Checked Despite Being Set in FLADMIN","0","Medium","App Support","","Undecided","09/14/16 08:13 PM","002:FLM","","Dan Webster","185053","","0","Bill Rogalla","0","0","09/14/16 08:31 PM","09/19/16 04:33 PM",""
"Bug","37669","SF:185230, Max Mobile App Crashing When Taking Photos - Iphone6+","0","Medium","App Support","","Undecided","09/14/16 08:35 PM","002:FLM","","Dan Webster","185230","","0","Michelle C Clay","0","0","09/21/16 03:45 PM","09/22/16 02:40 PM",""
"Bug","37680","SF:185383, 3 Units Missing from Twin Falls Chevrolet (Lithia) DSR","0","Medium","App Support","","Undecided","09/15/16 02:18 PM","002:FLM","","Dan Webster","185383","","0","Bill Rogalla","0","0","09/16/16 02:32 PM","09/16/16 02:58 PM",""
"Internal Defect","37682","Group DSR: Unable to edit a group","0","Ground Level","Inna Tulika","","Undecided","09/15/16 09:04 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","09/21/16 03:58 PM","10/06/16 06:24 PM",""
"Internal Defect","37683","Group DSR: Save Group button UI is not consistent with the other pages","0","Ground Level","Inna Tulika","","Undecided","09/15/16 09:11 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","09/26/16 02:39 PM","10/18/16 07:16 PM",""
"Internal Defect","37684","Group DSR: Deleting confirmation message is too wide","0","Ground Level","Inna Tulika","","Undecided","09/15/16 09:25 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","09/26/16 02:37 PM","10/18/16 07:16 PM",""
"Internal Defect","37688","Group DSR: Change logo button disappears intermittently","0","Ground Level","Inna Tulika","","Undecided","09/15/16 10:23 PM","002:FLM","","Inna Tulika","","","0","Inna Tulika","0","0","09/21/16 04:12 PM","10/06/16 06:14 PM",""
"Bug","37692","SF:185264, Water Report Calculation Inquiry- Dahl Ford","0","Medium","App Support","","Undecided","09/16/16 04:45 PM","002:FLM","","Dan Webster","185264","","1","Bill Rogalla","0","0","09/16/16 04:58 PM","09/19/16 04:30 PM",""
"Bug","37711","SF:185553, Market Listings Issue-- Seller's Comments Missing on Own Units","0","Medium","App Support","","Undecided","09/19/16 04:48 PM","002:FLM","","Dan Webster","185553","","0","Bill Rogalla","0","0","09/19/16 06:00 PM","09/19/16 10:01 PM",""
"Internal Defect","37714","INT-B Appraisal Step-3 : Create Customer offer center Validation is not working.","0","Medium","Abhishek Kumar","","Undecided","09/20/16 11:45 AM","002:FLM","","Abhishek Kumar","","","0","Abhishek Kumar","0","0","10/06/16 01:06 PM","10/06/16 01:06 PM",""
"Bug","37721","SF:186214, DSR Phone Number Disconnecting - Not Working With Mapped to Number","0","Medium","App Support","","Undecided","09/20/16 09:50 PM","002:FLM","","Dan Webster","186214","","0","Bill Rogalla","0","0","09/21/16 03:47 PM","09/21/16 07:00 PM",""
"Bug","37722","SF:186234, Uploading Photos to Different Cars Not Working Using Multiple Tabs","0","Medium","App Support","","Undecided","09/20/16 09:58 PM","002:FLM","","Dan Webster","186234","","0","Bill Rogalla","0","0","09/21/16 02:59 PM","09/21/16 08:59 PM",""
"Feature","37725","SF:186317, No Color Matching Stock Photos to NEW is NON-Compliant with Honda. -***HEATER***","0","Medium","V-MAX-PRODUCT","","Undecided","09/21/16 03:25 PM","002:FLM","","Dan Webster","186317","","0","Dan Webster","0","0","10/05/16 04:36 PM","10/05/16 04:36 PM",""
"Bug","37727","SF:186247, Who Is Marking Packages Complete? - Mercedes Benz Of Cary (Leith)","0","Medium","App Support","","Undecided","09/21/16 07:03 PM","002:FLM","","Dan Webster","186247","","0","Bill Rogalla","0","0","11/09/16 08:49 PM","11/09/16 08:55 PM",""
"Bug","37728","SF:186271, DSR - Unit Showing CPO in DSR When Marked NOT CPO in MAX AD - LE205479","0","Medium","App Support","","Undecided","09/21/16 07:07 PM","002:FLM","","Dan Webster","186271","","0","Bill Rogalla","0","0","09/27/16 07:12 PM","09/27/16 07:18 PM",""
"Bug","37731","SF:186183, M4W Issue -- Incorrect Logo on M4W Page","0","Medium","App Support","","Undecided","09/21/16 09:04 PM","002:FLM","","Dan Webster","186183","","0","Bill Rogalla","0","0","09/21/16 09:20 PM","09/23/16 03:48 PM",""
"Bug","37733","SF:186134, Reporting Concern-- MAX Usage Accuracy on STD Report","0","Medium","App Support","","Undecided","09/21/16 09:37 PM","002:FLM","","Dan Webster","186134","","0","Bill Rogalla","0","0","09/22/16 04:29 PM","09/26/16 03:08 PM",""
"Bug","37741","SF:185892, MAX Price vs DSR Price - Not Updating","0","Medium","App Support","","Undecided","09/22/16 03:02 PM","002:FLM","","Dan Webster","185892","","0","Bill Rogalla","0","0","09/27/16 07:06 PM","09/27/16 07:19 PM",""
"Bug","37744","SF:186754, AutoLoad Issue-- M Sport Package Not Applying to Vehicles in MAX Ad","0","Medium","App Support","","Undecided","09/23/16 03:28 PM","002:FLM","","Dan Webster","186754","","0","Bill Rogalla","0","0","10/06/16 04:35 PM","10/10/16 03:20 PM",""
"Bug","37745","SF:186546, Kipo Automotive - DSR NADA Value Your Trade banner - Wants to Change to KBB","0","Medium","App Support","","Undecided","09/23/16 03:39 PM","002:FLM","","Dan Webster","186546","","0","Bill Rogalla","0","0","09/23/16 04:05 PM","09/26/16 03:06 PM",""
"Bug","37749","SF:187124, Appraisal Manager / Max Dashboard Issue-- Load Times","0","Medium","App Support","","Undecided","09/26/16 03:26 PM","002:FLM","","Dan Webster","187124","","0","Bill Rogalla","0","0","09/27/16 04:56 PM","09/27/16 06:47 PM",""
"Bug","37753","SF:186996, TTM Days Online Values are the same - Days to Online With Photo and Days to Complete Ad Online","0","Medium","App Support","","Undecided","09/26/16 07:05 PM","002:FLM","","Dan Webster","186996","","0","Bill Rogalla","0","0","09/27/16 04:39 PM","09/30/16 02:21 PM",""
"Bug","37755","SF:185524, Photo Quality Poor / Pixelated - Using Samsung Galaxy Camera Max Mobile App","0","Medium","App Support","","Undecided","09/26/16 07:48 PM","002:FLM","","Dan Webster","185524","","0","Bill Rogalla","0","0","11/09/16 07:23 PM","11/09/16 07:40 PM",""
